sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
374,21500003,4,1:54,,Gee  Running Dunk (8 PTS) (Anderson 1 AST),91 - 104,202087,Alonzo Gee,NOP,201583,Ryan Anderson,NOP,0,,,Made Shot ,
375,21500003,4,1:40,MISS Ezeli 17' Jump Shot,,,203105,Festus Ezeli,GSW,0,,,0,,,Missed Shot ,
376,21500003,4,1:40,WARRIORS Rebound,,,1610612744,,,0,,,0,,,Rebound ,Unknown
377,21500003,4,1:40,SUB: Livingston FOR Barnes,,,203084,Harrison Barnes,GSW,2733,Shaun Livingston,GSW,0,,,Substitution ,
378,21500003,4,1:40,SUB: Barbosa FOR Green,,,203110,Draymond Green,GSW,2571,Leandro Barbosa,GSW,0,,,Substitution ,
379,21500003,4,1:40,SUB: McAdoo FOR Thompson,,,202691,Klay Thompson,GSW,203949,James Michael McAdoo,GSW,0,,,Substitution ,
380,21500003,4,1:40,SUB: Rush FOR Curry,,,201939,Stephen Curry,GSW,201575,Brandon Rush,GSW,0,,,Substitution ,
381,21500003,4,1:40,SUB: Speights FOR Ezeli,,,203105,Festus Ezeli,GSW,201578,Marreese Speights,GSW,0,,,Substitution ,
382,21500003,4,1:40,,SUB: Ajinca FOR Perkins,,2570,Kendrick Perkins,NOP,201582,Alexis Ajinca,NOP,0,,,Substitution ,
383,21500003,4,1:31,Livingston 15' Turnaround Jump Shot (6 PTS),,91 - 106,2733,Shaun Livingston,GSW,0,,,0,,,Made Shot ,
384,21500003,4,1:23,McAdoo STEAL (1 STL),Gee Bad Pass Turnover (P3.T19),,202087,Alonzo Gee,NOP,203949,James Michael McAdoo,GSW,0,,,Turnover ,Bad Pass
385,21500003,4,1:20,McAdoo OFF.Foul (P3) (J.Capers),,,203949,James Michael McAdoo,GSW,201583,Ryan Anderson,NOP,0,,,Foul ,Offensive
386,21500003,4,1:20,McAdoo Foul Turnover (P2.T20),,,203949,James Michael McAdoo,GSW,0,,,0,,,Turnover ,Foul
387,21500003,4,1:04,,MISS Anderson 29' 3PT Jump Shot,,201583,Ryan Anderson,NOP,0,,,0,,,Missed Shot ,
388,21500003,4,1:03,,Ajinca REBOUND (Off:3 Def:1),,201582,Alexis Ajinca,NOP,0,,,0,,,Rebound ,Unknown
389,21500003,4,0:52,,MISS Ajinca 8' Turnaround Fadeaway Shot,,201582,Alexis Ajinca,NOP,0,,,0,,,Missed Shot ,
390,21500003,4,0:51,,Anderson REBOUND (Off:2 Def:4),,201583,Ryan Anderson,NOP,0,,,0,,,Rebound ,Unknown
391,21500003,4,0:51,McAdoo S.FOUL (P4.PN) (D.Collins),,,203949,James Michael McAdoo,GSW,201583,Ryan Anderson,NOP,0,,,Foul ,Shooting
392,21500003,4,0:51,,Anderson Free Throw 1 of 2 (8 PTS),92 - 106,201583,Ryan Anderson,NOP,0,,,0,,,Free Throw ,Free Throw 1 of 2
393,21500003,4,0:51,,Anderson Free Throw 2 of 2 (9 PTS),93 - 106,201583,Ryan Anderson,NOP,0,,,0,,,Free Throw ,Free Throw 2 of 2
394,21500003,4,0:44,,Robinson S.FOUL (P5.PN) (J.Capers),,101126,Nate Robinson,NOP,203949,James Michael McAdoo,GSW,0,,,Foul ,Shooting
395,21500003,4,0:44,McAdoo Free Throw 1 of 2 (1 PTS),,93 - 107,203949,James Michael McAdoo,GSW,0,,,0,,,Free Throw ,Free Throw 1 of 2
396,21500003,4,0:44,McAdoo Free Throw 2 of 2 (2 PTS),,93 - 108,203949,James Michael McAdoo,GSW,0,,,0,,,Free Throw ,Free Throw 2 of 2
397,21500003,4,0:26,,Ajinca 8' Driving Hook Shot (6 PTS) (Gee 1 AST),95 - 108,201582,Alexis Ajinca,NOP,202087,Alonzo Gee,NOP,0,,,Made Shot ,
398,21500003,4,0:17,Speights 25' 3PT Jump Shot (9 PTS) (Barbosa 2 AST),,95 - 111,201578,Marreese Speights,GSW,2571,Leandro Barbosa,GSW,0,,,Made Shot ,
399,21500003,4,0:04,,MISS Smith 25' 3PT Jump Shot,,202397,Ish Smith,NOP,0,,,0,,,Missed Shot ,
400,21500003,4,0:03,Barbosa REBOUND (Off:1 Def:5),,,2571,Leandro Barbosa,GSW,0,,,0,,,Rebound ,Unknown
401,21500003,4,0:00,,,95 - 111,0,,,0,,,0,,,End Period ,
402,21500004,4,12:00,,,65 - 67,0,,,0,,,0,,,Start Period ,
403,21500004,4,11:41,Dedmon Violation:Kicked Ball (E.Lewis),,,203473,Dewayne Dedmon,ORL,0,,,0,,,Violation ,Kicked Ball
404,21500004,4,11:35,,MISS Nene 7' Driving Hook Shot,,2403,Nene,WAS,0,,,0,,,Missed Shot ,
405,21500004,4,11:34,,Gooden REBOUND (Off:2 Def:3),,2400,Drew Gooden,WAS,0,,,0,,,Rebound ,Unknown
406,21500004,4,11:28,Dedmon STEAL (1 STL),Nene Lost Ball Turnover (P1.T15),,2403,Nene,WAS,203473,Dewayne Dedmon,ORL,0,,,Turnover ,Lost Ball
407,21500004,4,11:08,Dedmon 7' Driving Hook Shot (4 PTS) (Hezonja 1 AST),,65 - 69,203473,Dewayne Dedmon,ORL,1626209,Mario Hezonja,ORL,0,,,Made Shot ,
408,21500004,4,10:57,,MISS Gooden 26' 3PT Jump Shot,,2400,Drew Gooden,WAS,0,,,0,,,Missed Shot ,
409,21500004,4,10:56,Fournier REBOUND (Off:0 Def:4),,,203095,Evan Fournier,ORL,0,,,0,,,Rebound ,Unknown
410,21500004,4,10:41,,Gooden S.FOUL (P2.T1) (J.Phillips),,2400,Drew Gooden,WAS,203932,Aaron Gordon,ORL,0,,,Foul ,Shooting
411,21500004,4,10:41,MISS Gordon Free Throw 1 of 2,,,203932,Aaron Gordon,ORL,0,,,0,,,Free Throw ,Free Throw 1 of 2
412,21500004,4,10:41,MAGIC Rebound,,,1610612753,,,0,,,0,,,Rebound ,Normal Rebound
413,21500004,4,10:41,Gordon Free Throw 2 of 2 (8 PTS),,65 - 70,203932,Aaron Gordon,ORL,0,,,0,,,Free Throw ,Free Throw 2 of 2
414,21500004,4,10:22,,MISS Neal 7' Floating Jump Shot,,202390,Gary Neal,WAS,0,,,0,,,Missed Shot ,
415,21500004,4,10:19,,Gooden REBOUND (Off:3 Def:3),,2400,Drew Gooden,WAS,0,,,0,,,Rebound ,Unknown
416,21500004,4,10:17,,Wall 19' Pullup Jump Shot (12 PTS) (Gooden 1 AST),67 - 70,202322,John Wall,WAS,2400,Drew Gooden,WAS,0,,,Made Shot ,
417,21500004,4,10:06,,Nene S.FOUL (P2.T2) (D.Taylor),,2403,Nene,WAS,203506,Victor Oladipo,ORL,0,,,Foul ,Shooting
418,21500004,4,10:06,Oladipo Free Throw 1 of 2 (14 PTS),,67 - 71,203506,Victor Oladipo,ORL,0,,,0,,,Free Throw ,Free Throw 1 of 2
419,21500004,4,10:06,,SUB: Porter Jr. FOR Sessions,,201196,Ramon Sessions,WAS,203490,Otto Porter Jr.,WAS,0,,,Substitution ,
420,21500004,4,10:06,Oladipo Free Throw 2 of 2 (15 PTS),,67 - 72,203506,Victor Oladipo,ORL,0,,,0,,,Free Throw ,Free Throw 2 of 2
421,21500004,4,9:49,Fournier STEAL (2 STL),Wall Bad Pass Turnover (P6.T16),,202322,John Wall,WAS,203095,Evan Fournier,ORL,0,,,Turnover ,Bad Pass
422,21500004,4,9:44,MISS Fournier 1' Running Layup,,,203095,Evan Fournier,ORL,0,,,0,,,Missed Shot ,
423,21500004,4,9:44,MAGIC Rebound,,,1610612753,,,0,,,0,,,Rebound ,Unknown
424,21500004,4,9:44,Dedmon Illegal Assist Turnover (P1.T12),,,203473,Dewayne Dedmon,ORL,0,,,0,,,Turnover ,Illegal Assist Turnover
425,21500004,4,9:29,,Wall 24' 3PT Jump Shot (15 PTS),70 - 72,202322,John Wall,WAS,0,,,0,,,Made Shot ,
426,21500004,4,9:12,MISS Fournier 24' 3PT Jump Shot,,,203095,Evan Fournier,ORL,0,,,0,,,Missed Shot ,
427,21500004,4,9:10,Gordon REBOUND (Off:4 Def:3),,,203932,Aaron Gordon,ORL,0,,,0,,,Rebound ,Unknown
428,21500004,4,9:09,Gordon 2' Putback Layup (10 PTS),,70 - 74,203932,Aaron Gordon,ORL,0,,,0,,,Made Shot ,
429,21500004,4,8:43,,MISS Wall 25' 3PT Jump Shot,,202322,John Wall,WAS,0,,,0,,,Missed Shot ,
430,21500004,4,8:41,,Gooden REBOUND (Off:4 Def:3),,2400,Drew Gooden,WAS,0,,,0,,,Rebound ,Unknown
431,21500004,4,8:41,,Wizards Timeout: Regular (Reg.4 Short 1),,1610612764,,,0,,,0,,,Timeout ,Regular
432,21500004,4,8:41,SUB: Payton FOR Fournier,,,203095,Evan Fournier,ORL,203901,Elfrid Payton,ORL,0,,,Substitution ,
433,21500004,4,8:41,,SUB: Gortat FOR Gooden,,2400,Drew Gooden,WAS,101162,Marcin Gortat,WAS,0,,,Substitution ,
434,21500004,4,8:41,,SUB: Humphries FOR Nene,,2403,Nene,WAS,2743,Kris Humphries,WAS,0,,,Substitution ,
435,21500004,4,8:41,,SUB: Beal FOR Neal,,202390,Gary Neal,WAS,203078,Bradley Beal,WAS,0,,,Substitution ,
436,21500004,4,8:40,,Humphries Out of Bounds - Bad Pass Turnover Turnover (P3.T17),,2743,Kris Humphries,WAS,0,,,0,,,Turnover ,Out-of-Bounds Bad Pass Turnover
437,21500004,4,8:27,,Humphries Shooting Block Foul (P2.T3) (E.Lewis),,2743,Kris Humphries,WAS,203932,Aaron Gordon,ORL,0,,,Foul ,Shooting Block
438,21500004,4,8:27,Gordon Free Throw 1 of 2 (11 PTS),,70 - 75,203932,Aaron Gordon,ORL,0,,,0,,,Free Throw ,Free Throw 1 of 2
439,21500004,4,8:27,Gordon Free Throw 2 of 2 (12 PTS),,70 - 76,203932,Aaron Gordon,ORL,0,,,0,,,Free Throw ,Free Throw 2 of 2
440,21500004,4,8:09,Dedmon BLOCK (2 BLK),MISS Humphries 4' Driving Hook Shot,,2743,Kris Humphries,WAS,0,,,203473,Dewayne Dedmon,ORL,Missed Shot ,
441,21500004,4,8:06,Dedmon REBOUND (Off:1 Def:3),,,203473,Dewayne Dedmon,ORL,0,,,0,,,Rebound ,Unknown
442,21500004,4,7:49,MISS Payton 6' Floating Jump Shot,Wall BLOCK (3 BLK),,203901,Elfrid Payton,ORL,0,,,202322,John Wall,WAS,Missed Shot ,
443,21500004,4,7:46,,Porter Jr. REBOUND (Off:1 Def:6),,203490,Otto Porter Jr.,WAS,0,,,0,,,Rebound ,Unknown
444,21500004,4,7:39,,MISS Porter Jr. 7' Jump Shot,,203490,Otto Porter Jr.,WAS,0,,,0,,,Missed Shot ,
445,21500004,4,7:36,Dedmon REBOUND (Off:1 Def:4),,,203473,Dewayne Dedmon,ORL,0,,,0,,,Rebound ,Unknown
446,21500004,4,7:16,MISS Gordon 24' 3PT Jump Shot,,,203932,Aaron Gordon,ORL,0,,,0,,,Missed Shot ,
447,21500004,4,7:14,Dedmon REBOUND (Off:2 Def:4),,,203473,Dewayne Dedmon,ORL,0,,,0,,,Rebound ,Unknown
448,21500004,4,7:12,MISS Dedmon 2' Layup,Wall BLOCK (4 BLK),,203473,Dewayne Dedmon,ORL,0,,,202322,John Wall,WAS,Missed Shot ,
449,21500004,4,7:10,Oladipo REBOUND (Off:3 Def:7),,,203506,Victor Oladipo,ORL,0,,,0,,,Rebound ,Unknown
450,21500004,4,7:09,Oladipo 1' Putback Layup (17 PTS),,70 - 78,203506,Victor Oladipo,ORL,0,,,0,,,Made Shot ,
451,21500004,4,6:57,,Beal 21' Pullup Jump Shot (19 PTS),72 - 78,203078,Bradley Beal,WAS,0,,,0,,,Made Shot ,
452,21500004,4,6:37,MISS Hezonja 21' Jump Shot,,,1626209,Mario Hezonja,ORL,0,,,0,,,Missed Shot ,
453,21500004,4,6:34,,Gortat REBOUND (Off:2 Def:5),,101162,Marcin Gortat,WAS,0,,,0,,,Rebound ,Unknown
454,21500004,4,6:32,Dedmon S.FOUL (P4.T1) (D.Taylor),,,203473,Dewayne Dedmon,ORL,203490,Otto Porter Jr.,WAS,0,,,Foul ,Shooting
455,21500004,4,6:32,,MISS Wall Free Throw 1 of 2,,202322,John Wall,WAS,0,,,0,,,Free Throw ,Free Throw 1 of 2
456,21500004,4,6:32,,Wizards Rebound,,1610612764,,,0,,,0,,,Rebound ,Normal Rebound
457,21500004,4,6:32,SUB: Vucevic FOR Dedmon,,,203473,Dewayne Dedmon,ORL,202696,Nikola Vucevic,ORL,0,,,Substitution ,
458,21500004,4,6:32,SUB: Harris FOR Gordon,,,203932,Aaron Gordon,ORL,202699,Tobias Harris,ORL,0,,,Substitution ,
459,21500004,4,6:32,,Wall Free Throw 2 of 2 (16 PTS),73 - 78,202322,John Wall,WAS,0,,,0,,,Free Throw ,Free Throw 2 of 2
460,21500004,4,6:19,Harris Lost Ball Turnover (P2.T13),Wall STEAL (2 STL),,202699,Tobias Harris,ORL,202322,John Wall,WAS,0,,,Turnover ,Lost Ball
461,21500004,4,6:11,,Beal 25' 3PT Jump Shot (22 PTS),76 - 78,203078,Bradley Beal,WAS,0,,,0,,,Made Shot ,
462,21500004,4,5:54,Oladipo Bad Pass Turnover (P1.T14),Wall STEAL (3 STL),,203506,Victor Oladipo,ORL,202322,John Wall,WAS,0,,,Turnover ,Bad Pass
463,21500004,4,5:51,,Wall 1' Running Layup (18 PTS),78 - 78,202322,John Wall,WAS,0,,,0,,,Made Shot ,
464,21500004,4,5:51,MAGIC Timeout: Regular (Full 4 Short 0),,,1610612753,,,0,,,0,,,Timeout ,Regular
465,21500004,4,5:31,MISS Harris 25' 3PT Jump Shot,,,202699,Tobias Harris,ORL,0,,,0,,,Missed Shot ,
466,21500004,4,5:29,,Beal REBOUND (Off:3 Def:2),,203078,Bradley Beal,WAS,0,,,0,,,Rebound ,Unknown
467,21500004,4,5:11,,Wall 13' Pullup Jump Shot (20 PTS),80 - 78,202322,John Wall,WAS,0,,,0,,,Made Shot ,
468,21500004,4,4:55,MISS Oladipo 1' Driving Reverse Layup,,,203506,Victor Oladipo,ORL,0,,,0,,,Missed Shot ,
469,21500004,4,4:52,Vucevic REBOUND (Off:1 Def:5),,,202696,Nikola Vucevic,ORL,0,,,0,,,Rebound ,Unknown
470,21500004,4,4:52,MISS Vucevic 1' Tip Layup Shot,,,202696,Nikola Vucevic,ORL,0,,,0,,,Missed Shot ,
471,21500004,4,4:50,Payton REBOUND (Off:3 Def:3),,,203901,Elfrid Payton,ORL,0,,,0,,,Rebound ,Unknown
472,21500004,4,4:47,MISS Payton 19' Jump Shot,,,203901,Elfrid Payton,ORL,0,,,0,,,Missed Shot ,
473,21500004,4,4:46,,Beal REBOUND (Off:3 Def:3),,203078,Bradley Beal,WAS,0,,,0,,,Rebound ,Unknown
474,21500004,4,4:36,,MISS Beal 25' 3PT Jump Shot,,203078,Bradley Beal,WAS,0,,,0,,,Missed Shot ,
475,21500004,4,4:34,Payton REBOUND (Off:3 Def:4),,,203901,Elfrid Payton,ORL,0,,,0,,,Rebound ,Unknown
476,21500004,4,4:23,MISS Hezonja 25' 3PT Jump Shot,,,1626209,Mario Hezonja,ORL,0,,,0,,,Missed Shot ,
477,21500004,4,4:22,,Wizards Rebound,,1610612764,,,0,,,0,,,Rebound ,Unknown
478,21500004,4,4:00,,MISS Wall 17' Pullup Jump Shot,,202322,John Wall,WAS,0,,,0,,,Missed Shot ,
479,21500004,4,3:57,Harris REBOUND (Off:1 Def:5),,,202699,Tobias Harris,ORL,0,,,0,,,Rebound ,Unknown
480,21500004,4,3:37,MISS Payton 14' Jump Shot,Gortat BLOCK (2 BLK),,203901,Elfrid Payton,ORL,0,,,101162,Marcin Gortat,WAS,Missed Shot ,
481,21500004,4,3:34,Payton REBOUND (Off:4 Def:4),,,203901,Elfrid Payton,ORL,0,,,0,,,Rebound ,Unknown
482,21500004,4,3:33,MISS Payton 24' 3PT Jump Shot,,,203901,Elfrid Payton,ORL,0,,,0,,,Missed Shot ,
483,21500004,4,3:33,MAGIC Rebound,,,1610612753,,,0,,,0,,,Rebound ,Unknown
484,21500004,4,3:33,MAGIC Turnover: Shot Clock (T#15),,,1610612753,,,0,,,0,,,Turnover ,Shot Clock Turnover
485,21500004,4,3:22,,Beal 2' Driving Reverse Layup (24 PTS),82 - 78,203078,Bradley Beal,WAS,0,,,0,,,Made Shot ,
486,21500004,4,3:14,MAGIC Timeout: Short (Full 4 Short 1),,,1610612753,,,0,,,0,,,Timeout ,Short
487,21500004,4,3:07,Vucevic 8' Hook Shot (10 PTS) (Hezonja 2 AST),,82 - 80,202696,Nikola Vucevic,ORL,1626209,Mario Hezonja,ORL,0,,,Made Shot ,
488,21500004,4,2:47,Payton STEAL (1 STL),Beal Bad Pass Turnover (P4.T18),,203078,Bradley Beal,WAS,203901,Elfrid Payton,ORL,0,,,Turnover ,Bad Pass
489,21500004,4,2:41,MISS Oladipo 1' Running Layup,,,203506,Victor Oladipo,ORL,0,,,0,,,Missed Shot ,
490,21500004,4,2:37,Harris REBOUND (Off:2 Def:5),,,202699,Tobias Harris,ORL,0,,,0,,,Rebound ,Unknown
491,21500004,4,2:37,Harris 2' Putback Layup (13 PTS),,82 - 82,202699,Tobias Harris,ORL,0,,,0,,,Made Shot ,
492,21500004,4,2:32,,MISS Gortat 2' Running Layup,,101162,Marcin Gortat,WAS,0,,,0,,,Missed Shot ,
493,21500004,4,2:26,Payton REBOUND (Off:4 Def:5),,,203901,Elfrid Payton,ORL,0,,,0,,,Rebound ,Unknown
494,21500004,4,2:19,Hezonja 24' 3PT Jump Shot (11 PTS) (Vucevic 2 AST),,82 - 85,1626209,Mario Hezonja,ORL,202696,Nikola Vucevic,ORL,0,,,Made Shot ,
495,21500004,4,2:19,,Wizards Timeout: Short (Reg.4 Short 2),,1610612764,,,0,,,0,,,Timeout ,Short
496,21500004,4,2:19,,,,0,,,0,,,0,,,Timeout ,Official
497,21500004,4,2:07,,MISS Beal 24' 3PT Jump Shot,,203078,Bradley Beal,WAS,0,,,0,,,Missed Shot ,
498,21500004,4,2:05,Vucevic REBOUND (Off:1 Def:6),,,202696,Nikola Vucevic,ORL,0,,,0,,,Rebound ,Unknown
499,21500004,4,2:00,Harris 1' Running Dunk (15 PTS) (Payton 8 AST),,82 - 87,202699,Tobias Harris,ORL,203901,Elfrid Payton,ORL,0,,,Made Shot ,
500,21500004,4,1:40,Vucevic Personal Block Foul (P4.T2) (J.Phillips),,,202696,Nikola Vucevic,ORL,203078,Bradley Beal,WAS,0,,,Foul ,Personal Block
501,21500004,4,1:40,,SUB: Neal FOR Humphries,,2743,Kris Humphries,WAS,202390,Gary Neal,WAS,0,,,Substitution ,
502,21500004,4,1:29,Harris S.FOUL (P4.PN) (D.Taylor),,,202699,Tobias Harris,ORL,101162,Marcin Gortat,WAS,0,,,Foul ,Shooting
503,21500004,4,1:29,,Gortat Free Throw 1 of 2 (9 PTS),83 - 87,101162,Marcin Gortat,WAS,0,,,0,,,Free Throw ,Free Throw 1 of 2
504,21500004,4,1:29,,Gortat Free Throw 2 of 2 (10 PTS),84 - 87,101162,Marcin Gortat,WAS,0,,,0,,,Free Throw ,Free Throw 2 of 2
505,21500004,4,1:15,MISS Hezonja 21' Pullup Jump Shot,,,1626209,Mario Hezonja,ORL,0,,,0,,,Missed Shot ,
506,21500004,4,1:14,,Wizards Rebound,,1610612764,,,0,,,0,,,Rebound ,Unknown
507,21500004,4,1:06,,MISS Beal 26' 3PT Jump Shot,,203078,Bradley Beal,WAS,0,,,0,,,Missed Shot ,
508,21500004,4,1:04,Payton REBOUND (Off:4 Def:6),,,203901,Elfrid Payton,ORL,0,,,0,,,Rebound ,Unknown
509,21500004,4,0:59,MISS Harris 4' Running Jump Shot,Wall BLOCK (5 BLK),,202699,Tobias Harris,ORL,0,,,202322,John Wall,WAS,Missed Shot ,
510,21500004,4,0:56,,Wall REBOUND (Off:1 Def:6),,202322,John Wall,WAS,0,,,0,,,Rebound ,Unknown
511,21500004,4,0:50,,MISS Neal  3PT Jump Shot,,202390,Gary Neal,WAS,0,,,0,,,Missed Shot ,
512,21500004,4,0:50,,Porter Jr. REBOUND (Off:2 Def:6),,203490,Otto Porter Jr.,WAS,0,,,0,,,Rebound ,Unknown
513,21500004,4,0:50,,Porter Jr. 2' Tip Layup Shot (7 PTS),86 - 87,203490,Otto Porter Jr.,WAS,0,,,0,,,Made Shot ,
514,21500004,4,0:50,MAGIC Timeout: Regular (Full 5 Short 1),,,1610612753,,,0,,,0,,,Timeout ,Regular
515,21500004,4,0:37,Hezonja Out of Bounds Lost Ball Turnover (P4.T16),,,1626209,Mario Hezonja,ORL,0,,,0,,,Turnover ,Out of Bounds Lost Ball Turnover
516,21500004,4,0:37,,Wizards Timeout: Short (Reg.4 Short 3),,1610612764,,,0,,,0,,,Timeout ,Short
517,21500004,4,0:33,,MISS Porter Jr. 24' 3PT Jump Shot,,203490,Otto Porter Jr.,WAS,0,,,0,,,Missed Shot ,
518,21500004,4,0:32,Oladipo REBOUND (Off:3 Def:8),,,203506,Victor Oladipo,ORL,0,,,0,,,Rebound ,Unknown
519,21500004,4,0:20,MISS Payton 13' Floating Jump Shot,,,203901,Elfrid Payton,ORL,0,,,0,,,Missed Shot ,
520,21500004,4,0:19,,Gortat REBOUND (Off:2 Def:6),,101162,Marcin Gortat,WAS,0,,,0,,,Rebound ,Unknown
521,21500004,4,0:19,,Wizards Timeout: Regular (Reg.5 Short 3),,1610612764,,,0,,,0,,,Timeout ,Regular
522,21500004,4,0:19,,Wizards Violation: Delay of game Violation,,1610612764,,,0,,,0,,,Violation ,Delay Of Game
523,21500004,4,0:12,,Wall 5' Floating Jump Shot (22 PTS),88 - 87,202322,John Wall,WAS,0,,,0,,,Made Shot ,
524,21500004,4,0:12,MAGIC Timeout: Short (Full 5 Short 2),,,1610612753,,,0,,,0,,,Timeout ,Short
525,21500004,4,0:10,,Wall P.FOUL (P3.T4) (J.Phillips),,202322,John Wall,WAS,202699,Tobias Harris,ORL,0,,,Foul ,Personal
526,21500004,4,0:03,,Gortat Violation:Defensive Goaltending (J.Phillips),,101162,Marcin Gortat,WAS,0,,,0,,,Violation ,Defensive Goaltending
527,21500004,4,0:03,MISS Harris 2' Driving Layup,,,202699,Tobias Harris,ORL,0,,,0,,,Missed Shot ,
528,21500004,4,0:03,MAGIC Rebound,,,1610612753,,,0,,,0,,,Rebound ,Unknown
529,21500004,4,0:03,,,,582,,,0,,,0,,,Instant Replay ,Overturn Ruling
530,21500004,4,0:00,MISS Vucevic 18' Jump Shot,,,202696,Nikola Vucevic,ORL,0,,,0,,,Missed Shot ,
531,21500004,4,0:00,MAGIC Rebound,,,1610612753,,,0,,,0,,,Rebound ,Unknown
532,21500004,4,0:00,,,88 - 87,0,,,0,,,0,,,End Period ,
533,21500005,4,12:00,,,67 - 79,0,,,0,,,0,,,Start Period ,
534,21500005,4,11:46,Jump Ball Turner vs. Okafor: Tip to,,,202323,Evan Turner,BOS,1626143,Jahlil Okafor,PHI,1610612755,,,Jump Ball ,
535,21500005,4,11:46,Turner Violation:Jump Ball (E.Roe),,,202323,Evan Turner,BOS,0,,,0,,,Violation ,Jump Ball
536,21500005,4,11:46,Turner Jump Ball Violation Turnover (P2.T12),,,202323,Evan Turner,BOS,0,,,0,,,Turnover ,Jump Ball Violation
537,21500005,4,11:38,Sullinger P.FOUL (P1.T1) (E.Roe),,,203096,Jared Sullinger,BOS,1626143,Jahlil Okafor,PHI,0,,,Foul ,Personal
538,21500005,4,11:29,,Okafor 3 Second Violation Turnover (P7.T21),,1626143,Jahlil Okafor,PHI,0,,,0,,,Turnover ,3 Second Violation
539,21500005,4,11:15,MISS Jerebko 24' 3PT Jump Shot,,,201973,Jonas Jerebko,BOS,0,,,0,,,Missed Shot ,
540,21500005,4,11:14,,Sampson REBOUND (Off:0 Def:4),,203960,JaKarr Sampson,PHI,0,,,0,,,Rebound ,Unknown
541,21500005,4,11:04,,Noel 15' Jump Shot (12 PTS) (Canaan 1 AST),69 - 79,203457,Nerlens Noel,PHI,203477,Isaiah Canaan,PHI,0,,,Made Shot ,
542,21500005,4,10:48,Sullinger 21' Jump Shot (12 PTS) (Thomas 7 AST),,69 - 81,203096,Jared Sullinger,BOS,202738,Isaiah Thomas,BOS,0,,,Made Shot ,
543,21500005,4,10:23,,MISS Sampson 10' Jump Shot,,203960,JaKarr Sampson,PHI,0,,,0,,,Missed Shot ,
544,21500005,4,10:22,,Noel REBOUND (Off:3 Def:10),,203457,Nerlens Noel,PHI,0,,,0,,,Rebound ,Unknown
545,21500005,4,10:22,,MISS Noel 1' Tip Layup Shot,,203457,Nerlens Noel,PHI,0,,,0,,,Missed Shot ,
546,21500005,4,10:21,,76ers Rebound,,1610612755,,,0,,,0,,,Rebound ,Unknown
547,21500005,4,10:02,Sullinger S.FOUL (P2.T2) (E.Roe),,,203096,Jared Sullinger,BOS,1626143,Jahlil Okafor,PHI,0,,,Foul ,Shooting
548,21500005,4,10:02,,Okafor Free Throw 1 of 2 (15 PTS),70 - 81,1626143,Jahlil Okafor,PHI,0,,,0,,,Free Throw ,Free Throw 1 of 2
549,21500005,4,10:02,,Okafor Free Throw 2 of 2 (16 PTS),71 - 81,1626143,Jahlil Okafor,PHI,0,,,0,,,Free Throw ,Free Throw 2 of 2
550,21500005,4,9:45,Jerebko  Cutting Dunk Shot (2 PTS) (Sullinger 2 AST),,71 - 83,201973,Jonas Jerebko,BOS,203096,Jared Sullinger,BOS,0,,,Made Shot ,
551,21500005,4,9:29,,MISS Sampson 4' Jump Shot,,203960,JaKarr Sampson,PHI,0,,,0,,,Missed Shot ,
552,21500005,4,9:28,Sullinger REBOUND (Off:0 Def:6),,,203096,Jared Sullinger,BOS,0,,,0,,,Rebound ,Unknown
553,21500005,4,9:20,Jerebko 24' 3PT Jump Shot (5 PTS) (Smart 4 AST),,71 - 86,201973,Jonas Jerebko,BOS,203935,Marcus Smart,BOS,0,,,Made Shot ,
554,21500005,4,9:20,,76ers Timeout: Regular (Reg.4 Short 0),,1610612755,,,0,,,0,,,Timeout ,Regular
555,21500005,4,9:20,,SUB: McConnell FOR Sampson,,203960,JaKarr Sampson,PHI,204456,T.J. McConnell,PHI,0,,,Substitution ,
556,21500005,4,9:05,,MISS Canaan 25' 3PT Jump Shot,,203477,Isaiah Canaan,PHI,0,,,0,,,Missed Shot ,
557,21500005,4,9:04,Sullinger REBOUND (Off:0 Def:7),,,203096,Jared Sullinger,BOS,0,,,0,,,Rebound ,Unknown
558,21500005,4,8:43,MISS Turner 15' Jump Shot,,,202323,Evan Turner,BOS,0,,,0,,,Missed Shot ,
559,21500005,4,8:42,,Canaan REBOUND (Off:1 Def:6),,203477,Isaiah Canaan,PHI,0,,,0,,,Rebound ,Unknown
560,21500005,4,8:34,,MISS Thompson 29' 3PT Jump Shot,,203138,Hollis Thompson,PHI,0,,,0,,,Missed Shot ,
561,21500005,4,8:33,Jerebko REBOUND (Off:0 Def:2),,,201973,Jonas Jerebko,BOS,0,,,0,,,Rebound ,Unknown
562,21500005,4,8:29,MISS Smart 26' 3PT Jump Shot,,,203935,Marcus Smart,BOS,0,,,0,,,Missed Shot ,
563,21500005,4,8:28,CELTICS Rebound,,,1610612738,,,0,,,0,,,Rebound ,Unknown
564,21500005,4,8:28,,Thompson L.B.FOUL (P4.T1) (Z.Zarba),,203138,Hollis Thompson,PHI,203096,Jared Sullinger,BOS,0,,,Foul ,Loose Ball
565,21500005,4,8:19,MISS Sullinger 26' 3PT Jump Shot,,,203096,Jared Sullinger,BOS,0,,,0,,,Missed Shot ,
