sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
183,21500002,4,8:53,,SUB: Smith FOR Jefferson,,2210,Richard Jefferson,CLE,2747,JR Smith,CLE,0,,,Substitution ,
184,21500002,4,8:40,MISS Gasol 21' Jump Shot,,,2200,Pau Gasol,CHI,0,,,0,,,Missed Shot ,
185,21500002,4,8:39,,James REBOUND (Off:0 Def:10),,2544,LeBron James,CLE,0,,,0,,,Rebound ,Unknown
186,21500002,4,8:32,,James 2' Driving Layup (19 PTS),73 - 77,2544,LeBron James,CLE,0,,,0,,,Made Shot ,
187,21500002,4,8:11,MISS Gasol 25' 3PT Jump Shot,,,2200,Pau Gasol,CHI,0,,,0,,,Missed Shot ,
188,21500002,4,8:09,,Thompson REBOUND (Off:1 Def:8),,202684,Tristan Thompson,CLE,0,,,0,,,Rebound ,Unknown
189,21500002,4,7:59,,James 21' Jump Shot (21 PTS),75 - 77,2544,LeBron James,CLE,0,,,0,,,Made Shot ,
190,21500002,4,7:59,BULLS Timeout: Regular (Full 4 Short 0),,,1610612741,,,0,,,0,,,Timeout ,Regular
191,21500002,4,7:48,MISS Butler 20' Jump Shot,,,202710,Jimmy Butler,CHI,0,,,0,,,Missed Shot ,
192,21500002,4,7:47,,Smith REBOUND (Off:1 Def:4),,2747,JR Smith,CLE,0,,,0,,,Rebound ,Unknown
193,21500002,4,7:34,,MISS James 25' 3PT Jump Shot,,2544,LeBron James,CLE,0,,,0,,,Missed Shot ,
194,21500002,4,7:33,Gasol REBOUND (Off:0 Def:2),,,2200,Pau Gasol,CHI,0,,,0,,,Rebound ,Unknown
195,21500002,4,7:27,,Thompson S.FOUL (P3.T2) (M.Ayotte),,202684,Tristan Thompson,CLE,201565,Derrick Rose,CHI,0,,,Foul ,Shooting
196,21500002,4,7:27,MISS Rose Free Throw 1 of 2,,,201565,Derrick Rose,CHI,0,,,0,,,Free Throw ,Free Throw 1 of 2
197,21500002,4,7:27,BULLS Rebound,,,1610612741,,,0,,,0,,,Rebound ,Normal Rebound
198,21500002,4,7:27,SUB: Snell FOR McDermott,,,203926,Doug McDermott,CHI,203503,Tony Snell,CHI,0,,,Substitution ,
199,21500002,4,7:27,Rose Free Throw 2 of 2 (14 PTS),,75 - 78,201565,Derrick Rose,CHI,0,,,0,,,Free Throw ,Free Throw 2 of 2
200,21500002,4,7:18,Gibson S.FOUL (P4.T1) (M.Ayotte),,,201959,Taj Gibson,CHI,2747,JR Smith,CLE,0,,,Foul ,Shooting
201,21500002,4,7:18,,Smith Free Throw 1 of 2 (7 PTS),76 - 78,2747,JR Smith,CLE,0,,,0,,,Free Throw ,Free Throw 1 of 2
202,21500002,4,7:18,SUB: Mirotic FOR Gibson,,,201959,Taj Gibson,CHI,202703,Nikola Mirotic,CHI,0,,,Substitution ,
203,21500002,4,7:18,,Smith Free Throw 2 of 2 (8 PTS),77 - 78,2747,JR Smith,CLE,0,,,0,,,Free Throw ,Free Throw 2 of 2
204,21500002,4,6:58,Butler 21' Jump Shot (10 PTS),,77 - 80,202710,Jimmy Butler,CHI,0,,,0,,,Made Shot ,
205,21500002,4,6:42,,Williams 17' Pullup Jump Shot (19 PTS) (Love 4 AST),79 - 80,2590,Mo Williams,CLE,201567,Kevin Love,CLE,0,,,Made Shot ,
206,21500002,4,6:32,,Smith P.FOUL (P3.T3) (B.Taylor),,2747,JR Smith,CLE,202710,Jimmy Butler,CHI,0,,,Foul ,Personal
207,21500002,4,6:20,Rose 15' Pullup Jump Shot (16 PTS),,79 - 82,201565,Derrick Rose,CHI,0,,,0,,,Made Shot ,
208,21500002,4,6:01,,Thompson  Dunk (2 PTS) (Williams 7 AST),81 - 82,202684,Tristan Thompson,CLE,2590,Mo Williams,CLE,0,,,Made Shot ,
209,21500002,4,5:50,MISS Rose 2' Driving Layup,Love BLOCK (2 BLK),,201565,Derrick Rose,CHI,0,,,201567,Kevin Love,CLE,Missed Shot ,
210,21500002,4,5:48,,Love REBOUND (Off:3 Def:4),,201567,Kevin Love,CLE,0,,,0,,,Rebound ,Unknown
211,21500002,4,5:32,,James 7' Driving Floating Jump Shot (23 PTS),83 - 82,2544,LeBron James,CLE,0,,,0,,,Made Shot ,
212,21500002,4,5:18,Mirotic 13' Driving Floating Jump Shot (16 PTS),,83 - 84,202703,Nikola Mirotic,CHI,0,,,0,,,Made Shot ,
213,21500002,4,5:18,,Thompson S.FOUL (P4.T4) (B.Taylor),,202684,Tristan Thompson,CLE,202703,Nikola Mirotic,CHI,0,,,Foul ,Shooting
214,21500002,4,5:18,Mirotic Free Throw 1 of 1 (17 PTS),,83 - 85,202703,Nikola Mirotic,CHI,0,,,0,,,Free Throw ,Free Throw 1 of 1
215,21500002,4,5:07,Gasol BLOCK (3 BLK),MISS Love 3' Reverse Layup,,201567,Kevin Love,CLE,0,,,2200,Pau Gasol,CHI,Missed Shot ,
216,21500002,4,5:05,Mirotic REBOUND (Off:1 Def:5),,,202703,Nikola Mirotic,CHI,0,,,0,,,Rebound ,Unknown
217,21500002,4,4:58,,Smith P.FOUL (P4.PN) (S.Foster),,2747,JR Smith,CLE,202703,Nikola Mirotic,CHI,0,,,Foul ,Personal
218,21500002,4,4:58,,Smith T.FOUL (P4.PN) (S.Foster),,2747,JR Smith,CLE,0,,,0,,,Foul ,Technical
219,21500002,4,4:58,Butler Free Throw Technical (11 PTS),,83 - 86,202710,Jimmy Butler,CHI,0,,,0,,,Free Throw ,Free Throw Technical
220,21500002,4,4:58,Mirotic Free Throw 1 of 2 (18 PTS),,83 - 87,202703,Nikola Mirotic,CHI,0,,,0,,,Free Throw ,Free Throw 1 of 2
221,21500002,4,4:58,Mirotic Free Throw 2 of 2 (19 PTS),,83 - 88,202703,Nikola Mirotic,CHI,0,,,0,,,Free Throw ,Free Throw 2 of 2
222,21500002,4,4:40,,James 5' Driving Floating Jump Shot (25 PTS),85 - 88,2544,LeBron James,CLE,0,,,0,,,Made Shot ,
223,21500002,4,4:24,Butler  Driving Dunk (13 PTS),,85 - 90,202710,Jimmy Butler,CHI,0,,,0,,,Made Shot ,
224,21500002,4,4:00,Gasol BLOCK (4 BLK),MISS Smith 2' Driving Layup,,2747,JR Smith,CLE,0,,,2200,Pau Gasol,CHI,Missed Shot ,
225,21500002,4,3:58,Mirotic REBOUND (Off:1 Def:6),,,202703,Nikola Mirotic,CHI,0,,,0,,,Rebound ,Unknown
226,21500002,4,3:53,,James S.FOUL (P2.PN) (M.Ayotte),,2544,LeBron James,CLE,203503,Tony Snell,CHI,0,,,Foul ,Shooting
227,21500002,4,3:53,,Cavaliers Timeout: Regular (Reg.4 Short 0),,1610612739,,,0,,,0,,,Timeout ,Regular
228,21500002,4,3:53,,SUB: Dellavedova FOR Smith,,2747,JR Smith,CLE,203521,Matthew Dellavedova,CLE,0,,,Substitution ,
229,21500002,4,3:53,SUB: Gibson FOR Gasol,,,2200,Pau Gasol,CHI,201959,Taj Gibson,CHI,0,,,Substitution ,
230,21500002,4,3:53,Snell Free Throw 1 of 2 (11 PTS),,85 - 91,203503,Tony Snell,CHI,0,,,0,,,Free Throw ,Free Throw 1 of 2
231,21500002,4,3:53,MISS Snell Free Throw 2 of 2,,,203503,Tony Snell,CHI,0,,,0,,,Free Throw ,Free Throw 2 of 2
232,21500002,4,3:51,Mirotic REBOUND (Off:2 Def:6),,,202703,Nikola Mirotic,CHI,0,,,0,,,Rebound ,Unknown
233,21500002,4,3:40,Gibson OFF.Foul (P5) (S.Foster),,,201959,Taj Gibson,CHI,202684,Tristan Thompson,CLE,0,,,Foul ,Offensive
234,21500002,4,3:40,Gibson Foul Turnover (P3.T13),,,201959,Taj Gibson,CHI,0,,,0,,,Turnover ,Foul
235,21500002,4,3:27,Snell P.FOUL (P3.T2) (B.Taylor),,,203503,Tony Snell,CHI,2590,Mo Williams,CLE,0,,,Foul ,Personal
236,21500002,4,3:26,Snell P.FOUL (P4.T3) (B.Taylor),,,203503,Tony Snell,CHI,2590,Mo Williams,CLE,0,,,Foul ,Personal
237,21500002,4,3:19,,MISS Williams 5' Floating Jump Shot,,2590,Mo Williams,CLE,0,,,0,,,Missed Shot ,
238,21500002,4,3:18,Mirotic REBOUND (Off:2 Def:7),,,202703,Nikola Mirotic,CHI,0,,,0,,,Rebound ,Unknown
239,21500002,4,3:07,MISS Rose 7' Jump Shot,,,201565,Derrick Rose,CHI,0,,,0,,,Missed Shot ,
240,21500002,4,3:06,,Thompson REBOUND (Off:1 Def:9),,202684,Tristan Thompson,CLE,0,,,0,,,Rebound ,Unknown
241,21500002,4,3:00,,MISS James 24' 3PT Jump Shot,,2544,LeBron James,CLE,0,,,0,,,Missed Shot ,
242,21500002,4,2:58,Butler REBOUND (Off:1 Def:4),,,202710,Jimmy Butler,CHI,0,,,0,,,Rebound ,Unknown
243,21500002,4,2:42,Rose 8' Jump Bank Shot (18 PTS),,85 - 93,201565,Derrick Rose,CHI,0,,,0,,,Made Shot ,
244,21500002,4,2:24,,MISS Dellavedova 11' Driving Floating Jump Shot,,203521,Matthew Dellavedova,CLE,0,,,0,,,Missed Shot ,
245,21500002,4,2:24,,Cavaliers Rebound,,1610612739,,,0,,,0,,,Rebound ,Unknown
246,21500002,4,2:21,,Dellavedova 1' Cutting Finger Roll Layup Shot (6 PTS) (James 3 AST),87 - 93,203521,Matthew Dellavedova,CLE,2544,LeBron James,CLE,0,,,Made Shot ,
247,21500002,4,1:58,MISS Mirotic 24' 3PT Jump Shot,,,202703,Nikola Mirotic,CHI,0,,,0,,,Missed Shot ,
248,21500002,4,1:57,,Dellavedova REBOUND (Off:1 Def:2),,203521,Matthew Dellavedova,CLE,0,,,0,,,Rebound ,Unknown
249,21500002,4,1:51,,MISS Williams 24' 3PT Jump Shot,,2590,Mo Williams,CLE,0,,,0,,,Missed Shot ,
250,21500002,4,1:50,,Thompson REBOUND (Off:2 Def:9),,202684,Tristan Thompson,CLE,0,,,0,,,Rebound ,Unknown
251,21500002,4,1:49,,Love Step Out of Bounds Turnover (P2.T10),,201567,Kevin Love,CLE,0,,,0,,,Turnover ,Step Out of Bounds Turnover
252,21500002,4,1:38,,James P.FOUL (P3.PN) (S.Foster),,2544,LeBron James,CLE,202710,Jimmy Butler,CHI,0,,,Foul ,Personal
253,21500002,4,1:38,Butler Free Throw 1 of 2 (14 PTS),,87 - 94,202710,Jimmy Butler,CHI,0,,,0,,,Free Throw ,Free Throw 1 of 2
254,21500002,4,1:38,Butler Free Throw 2 of 2 (15 PTS),,87 - 95,202710,Jimmy Butler,CHI,0,,,0,,,Free Throw ,Free Throw 2 of 2
255,21500002,4,1:38,Gibson L.B.FOUL (P6.T4) (S.Foster),,,201959,Taj Gibson,CHI,2544,LeBron James,CLE,0,,,Foul ,Loose Ball
256,21500002,4,1:38,,Cavaliers Timeout: Regular (Reg.5 Short 0),,1610612739,,,0,,,0,,,Timeout ,Regular
257,21500002,4,1:38,SUB: Gasol FOR Gibson,,,201959,Taj Gibson,CHI,2200,Pau Gasol,CHI,0,,,Substitution ,
258,21500002,4,1:31,Gasol BLOCK (5 BLK),MISS Love 2' Cutting Layup Shot,,201567,Kevin Love,CLE,0,,,2200,Pau Gasol,CHI,Missed Shot ,
259,21500002,4,1:28,,Love REBOUND (Off:4 Def:4),,201567,Kevin Love,CLE,0,,,0,,,Rebound ,Unknown
260,21500002,4,1:28,Mirotic S.FOUL (P5.PN) (S.Foster),,,202703,Nikola Mirotic,CHI,201567,Kevin Love,CLE,0,,,Foul ,Shooting
261,21500002,4,1:28,,Love Free Throw 1 of 2 (11 PTS),88 - 95,201567,Kevin Love,CLE,0,,,0,,,Free Throw ,Free Throw 1 of 2
262,21500002,4,1:28,,Love Free Throw 2 of 2 (12 PTS),89 - 95,201567,Kevin Love,CLE,0,,,0,,,Free Throw ,Free Throw 2 of 2
263,21500002,4,1:15,Butler 19' Jump Shot (17 PTS) (Rose 5 AST),,89 - 97,202710,Jimmy Butler,CHI,201565,Derrick Rose,CHI,0,,,Made Shot ,
264,21500002,4,1:02,,Love  3PT Jump Shot (15 PTS) (James 4 AST),92 - 97,201567,Kevin Love,CLE,2544,LeBron James,CLE,0,,,Made Shot ,
265,21500002,4,0:43,MISS Mirotic 6' Driving Floating Jump Shot,,,202703,Nikola Mirotic,CHI,0,,,0,,,Missed Shot ,
266,21500002,4,0:42,,Dellavedova REBOUND (Off:1 Def:3),,203521,Matthew Dellavedova,CLE,0,,,0,,,Rebound ,Unknown
267,21500002,4,0:32,,Love 25' 3PT Jump Shot (18 PTS) (James 5 AST),95 - 97,201567,Kevin Love,CLE,2544,LeBron James,CLE,0,,,Made Shot ,
268,21500002,4,0:10,MISS Rose 20' Jump Shot,,,201565,Derrick Rose,CHI,0,,,0,,,Missed Shot ,
269,21500002,4,0:10,,Thompson REBOUND (Off:2 Def:10),,202684,Tristan Thompson,CLE,0,,,0,,,Rebound ,Unknown
270,21500002,4,0:10,,Cavaliers Timeout: Short (Reg.5 Short 1),,1610612739,,,0,,,0,,,Timeout ,Short
271,21500002,4,0:03,Gasol BLOCK (6 BLK),MISS James 2' Driving Layup,,2544,LeBron James,CLE,0,,,2200,Pau Gasol,CHI,Missed Shot ,
272,21500002,4,0:03,,Cavaliers Rebound,,1610612739,,,0,,,0,,,Rebound ,Unknown
273,21500002,4,0:03,,Cavaliers Timeout: Short (Reg.5 Short 2),,1610612739,,,0,,,0,,,Timeout ,Short
274,21500002,4,0:01,Butler STEAL (2 STL),Williams Bad Pass Turnover (P1.T11),,2590,Mo Williams,CLE,202710,Jimmy Butler,CHI,0,,,Turnover ,Bad Pass
275,21500002,4,0:00,,,95 - 97,0,,,0,,,0,,,End Period ,
276,21500003,4,12:00,,,75 - 94,0,,,0,,,0,,,Start Period ,
277,21500003,4,11:47,Barnes P.FOUL (P3.T1) (D.Collins),,,203084,Harrison Barnes,GSW,201583,Ryan Anderson,NOP,0,,,Foul ,Personal
278,21500003,4,11:42,,Anderson OFF.Foul (P1) (S.Twardoski),,201583,Ryan Anderson,NOP,203084,Harrison Barnes,GSW,0,,,Foul ,Offensive
279,21500003,4,11:42,,Anderson Foul Turnover (P2.T11),,201583,Ryan Anderson,NOP,0,,,0,,,Turnover ,Foul
280,21500003,4,11:29,Speights 13' Pullup Jump Shot (4 PTS) (Livingston 1 AST),,75 - 96,201578,Marreese Speights,GSW,2733,Shaun Livingston,GSW,0,,,Made Shot ,
281,21500003,4,11:09,Iguodala STEAL (1 STL),Ajinca Bad Pass Turnover (P1.T12),,201582,Alexis Ajinca,NOP,2738,Andre Iguodala,GSW,0,,,Turnover ,Bad Pass
282,21500003,4,11:03,Iguodala  Running Dunk (2 PTS) (Speights 1 AST),,75 - 98,2738,Andre Iguodala,GSW,201578,Marreese Speights,GSW,0,,,Made Shot ,
283,21500003,4,10:49,,Ajinca 17' Jump Shot (2 PTS) (Robinson 2 AST),77 - 98,201582,Alexis Ajinca,NOP,101126,Nate Robinson,NOP,0,,,Made Shot ,
284,21500003,4,10:28,MISS Speights 19' Step Back Jump Shot,,,201578,Marreese Speights,GSW,0,,,0,,,Missed Shot ,
285,21500003,4,10:27,,Anderson REBOUND (Off:1 Def:3),,201583,Ryan Anderson,NOP,0,,,0,,,Rebound ,Unknown
286,21500003,4,10:14,,MISS Ajinca 8' Turnaround Jump Shot,,201582,Alexis Ajinca,NOP,0,,,0,,,Missed Shot ,
287,21500003,4,10:14,Iguodala REBOUND (Off:1 Def:4),,,2738,Andre Iguodala,GSW,0,,,0,,,Rebound ,Unknown
288,21500003,4,10:07,Speights OFF.Foul (P1) (S.Twardoski),,,201578,Marreese Speights,GSW,202087,Alonzo Gee,NOP,0,,,Foul ,Offensive
289,21500003,4,10:07,Speights Foul Turnover (P2.T16),,,201578,Marreese Speights,GSW,0,,,0,,,Turnover ,Foul
290,21500003,4,9:54,,Gee Traveling Turnover (P2.T13),,202087,Alonzo Gee,NOP,0,,,0,,,Turnover ,Traveling
291,21500003,4,9:54,,SUB: Davis FOR Anderson,,201583,Ryan Anderson,NOP,203076,Anthony Davis,NOP,0,,,Substitution ,
292,21500003,4,9:39,MISS Barbosa 25' 3PT Jump Shot,,,2571,Leandro Barbosa,GSW,0,,,0,,,Missed Shot ,
293,21500003,4,9:39,Speights REBOUND (Off:4 Def:1),,,201578,Marreese Speights,GSW,0,,,0,,,Rebound ,Unknown
294,21500003,4,9:39,MISS Speights 1' Tip Layup Shot,,,201578,Marreese Speights,GSW,0,,,0,,,Missed Shot ,
295,21500003,4,9:38,,Davis REBOUND (Off:1 Def:4),,203076,Anthony Davis,NOP,0,,,0,,,Rebound ,Unknown
296,21500003,4,9:24,,MISS Davis 13' Turnaround Jump Shot,,203076,Anthony Davis,NOP,0,,,0,,,Missed Shot ,
297,21500003,4,9:23,,Ajinca REBOUND (Off:1 Def:1),,201582,Alexis Ajinca,NOP,0,,,0,,,Rebound ,Unknown
298,21500003,4,9:21,,MISS Ajinca 3' Hook Shot,,201582,Alexis Ajinca,NOP,0,,,0,,,Missed Shot ,
299,21500003,4,9:18,,Ajinca REBOUND (Off:2 Def:1),,201582,Alexis Ajinca,NOP,0,,,0,,,Rebound ,Unknown
300,21500003,4,9:16,,Ajinca 2' Layup (4 PTS),79 - 98,201582,Alexis Ajinca,NOP,0,,,0,,,Made Shot ,
301,21500003,4,9:01,,Ajinca S.FOUL (P3.T1) (J.Capers),,201582,Alexis Ajinca,NOP,201578,Marreese Speights,GSW,0,,,Foul ,Shooting
302,21500003,4,9:01,Speights Free Throw 1 of 2 (5 PTS),,79 - 99,201578,Marreese Speights,GSW,0,,,0,,,Free Throw ,Free Throw 1 of 2
303,21500003,4,9:01,SUB: Green FOR Barnes,,,203084,Harrison Barnes,GSW,203110,Draymond Green,GSW,0,,,Substitution ,
304,21500003,4,9:01,Speights Free Throw 2 of 2 (6 PTS),,79 - 100,201578,Marreese Speights,GSW,0,,,0,,,Free Throw ,Free Throw 2 of 2
305,21500003,4,8:43,Green STEAL (1 STL),Davis Lost Ball Turnover (P4.T14),,203076,Anthony Davis,NOP,203110,Draymond Green,GSW,0,,,Turnover ,Lost Ball
306,21500003,4,8:37,MISS Green 4' Running Jump Shot,,,203110,Draymond Green,GSW,0,,,0,,,Missed Shot ,
307,21500003,4,8:37,Green REBOUND (Off:1 Def:4),,,203110,Draymond Green,GSW,0,,,0,,,Rebound ,Unknown
308,21500003,4,8:37,MISS Green 1' Layup,,,203110,Draymond Green,GSW,0,,,0,,,Missed Shot ,
309,21500003,4,8:37,Green REBOUND (Off:2 Def:4),,,203110,Draymond Green,GSW,0,,,0,,,Rebound ,Unknown
310,21500003,4,8:37,MISS Green 2' Tip Layup Shot,,,203110,Draymond Green,GSW,0,,,0,,,Missed Shot ,
311,21500003,4,8:37,,Pelicans Rebound,,1610612740,,,0,,,0,,,Rebound ,Unknown
312,21500003,4,8:37,Livingston L.B.FOUL (P1.T2) (S.Twardoski),,,2733,Shaun Livingston,GSW,202397,Ish Smith,NOP,0,,,Foul ,Loose Ball
313,21500003,4,8:37,,,,0,,,0,,,0,,,Timeout ,Official
314,21500003,4,8:37,,SUB: Gordon FOR Robinson,,101126,Nate Robinson,NOP,201569,Eric Gordon,NOP,0,,,Substitution ,
315,21500003,4,8:37,SUB: Thompson FOR Iguodala,,,2738,Andre Iguodala,GSW,202691,Klay Thompson,GSW,0,,,Substitution ,
316,21500003,4,8:37,SUB: Ezeli FOR Barbosa,,,2571,Leandro Barbosa,GSW,203105,Festus Ezeli,GSW,0,,,Substitution ,
317,21500003,4,8:37,SUB: Curry FOR Speights,,,201578,Marreese Speights,GSW,201939,Stephen Curry,GSW,0,,,Substitution ,
318,21500003,4,8:22,Green P.FOUL (P4.T3) (J.Capers),,,203110,Draymond Green,GSW,203076,Anthony Davis,NOP,0,,,Foul ,Personal
319,21500003,4,8:10,,Davis 16' Turnaround Jump Shot (14 PTS) (Smith 9 AST),81 - 100,203076,Anthony Davis,NOP,202397,Ish Smith,NOP,0,,,Made Shot ,
320,21500003,4,7:56,Thompson OFF.Foul (P5) (D.Collins),,,202691,Klay Thompson,GSW,202397,Ish Smith,NOP,0,,,Foul ,Offensive
321,21500003,4,7:56,Thompson Foul Turnover (P6.T17),,,202691,Klay Thompson,GSW,0,,,0,,,Turnover ,Foul
322,21500003,4,7:43,Green P.FOUL (P5.T4) (S.Twardoski),,,203110,Draymond Green,GSW,202397,Ish Smith,NOP,0,,,Foul ,Personal
323,21500003,4,7:34,,Davis 16' Jump Shot (16 PTS) (Gordon 4 AST),83 - 100,203076,Anthony Davis,NOP,201569,Eric Gordon,NOP,0,,,Made Shot ,
324,21500003,4,7:16,MISS Green 25' 3PT Jump Shot,,,203110,Draymond Green,GSW,0,,,0,,,Missed Shot ,
325,21500003,4,7:16,,Pelicans Rebound,,1610612740,,,0,,,0,,,Rebound ,Unknown
326,21500003,4,6:56,,MISS Davis 12' Jump Shot,,203076,Anthony Davis,NOP,0,,,0,,,Missed Shot ,
327,21500003,4,6:55,WARRIORS Rebound,,,1610612744,,,0,,,0,,,Rebound ,Unknown
328,21500003,4,6:47,MISS Livingston 12' Jump Shot,,,2733,Shaun Livingston,GSW,0,,,0,,,Missed Shot ,
329,21500003,4,6:46,,Gee REBOUND (Off:0 Def:4),,202087,Alonzo Gee,NOP,0,,,0,,,Rebound ,Unknown
330,21500003,4,6:38,,MISS Ajinca 3' Jump Shot,,201582,Alexis Ajinca,NOP,0,,,0,,,Missed Shot ,
331,21500003,4,6:38,Curry REBOUND (Off:3 Def:3),,,201939,Stephen Curry,GSW,0,,,0,,,Rebound ,Unknown
332,21500003,4,6:31,MISS Thompson 25' 3PT Jump Shot,,,202691,Klay Thompson,GSW,0,,,0,,,Missed Shot ,
333,21500003,4,6:31,,Pelicans Rebound,,1610612740,,,0,,,0,,,Rebound ,Unknown
334,21500003,4,6:16,Curry STEAL (2 STL),Smith Lost Ball Turnover (P2.T15),,202397,Ish Smith,NOP,201939,Stephen Curry,GSW,0,,,Turnover ,Lost Ball
335,21500003,4,6:16,,Smith L.B.FOUL (P5.T2) (D.Collins),,202397,Ish Smith,NOP,201939,Stephen Curry,GSW,0,,,Foul ,Loose Ball
336,21500003,4,6:07,Ezeli OFF.Foul (P2) (S.Twardoski),,,203105,Festus Ezeli,GSW,202397,Ish Smith,NOP,0,,,Foul ,Offensive
337,21500003,4,6:07,Ezeli Foul Turnover (P1.T18),,,203105,Festus Ezeli,GSW,0,,,0,,,Turnover ,Foul
338,21500003,4,6:01,,Davis OFF.Foul (P4) (S.Twardoski),,203076,Anthony Davis,NOP,203105,Festus Ezeli,GSW,0,,,Foul ,Offensive
339,21500003,4,6:01,,Davis Foul Turnover (P5.T16),,203076,Anthony Davis,NOP,0,,,0,,,Turnover ,Foul
340,21500003,4,5:42,MISS Livingston 24' 3PT Jump Shot,,,2733,Shaun Livingston,GSW,0,,,0,,,Missed Shot ,
341,21500003,4,5:41,,Gordon REBOUND (Off:0 Def:4),,201569,Eric Gordon,NOP,0,,,0,,,Rebound ,Unknown
342,21500003,4,5:34,Ezeli STEAL (1 STL),Gordon Bad Pass Turnover (P4.T17),,201569,Eric Gordon,NOP,203105,Festus Ezeli,GSW,0,,,Turnover ,Bad Pass
343,21500003,4,5:21,MISS Curry 13' Floating Jump Shot,,,201939,Stephen Curry,GSW,0,,,0,,,Missed Shot ,
344,21500003,4,5:21,,Davis REBOUND (Off:1 Def:5),,203076,Anthony Davis,NOP,0,,,0,,,Rebound ,Unknown
345,21500003,4,5:12,,MISS Gordon 27' 3PT Jump Shot,,201569,Eric Gordon,NOP,0,,,0,,,Missed Shot ,
346,21500003,4,5:11,Green REBOUND (Off:2 Def:5),,,203110,Draymond Green,GSW,0,,,0,,,Rebound ,Unknown
347,21500003,4,5:02,Ezeli  Driving Dunk (11 PTS) (Livingston 2 AST),,83 - 102,203105,Festus Ezeli,GSW,2733,Shaun Livingston,GSW,0,,,Made Shot ,
348,21500003,4,4:38,,Davis 23' Jump Shot (18 PTS),85 - 102,203076,Anthony Davis,NOP,0,,,0,,,Made Shot ,
349,21500003,4,4:27,,Gordon P.FOUL (P1.T3) (J.Capers),,201569,Eric Gordon,NOP,203110,Draymond Green,GSW,0,,,Foul ,Personal
350,21500003,4,4:27,WARRIORS Timeout: Regular (Full 4 Short 1),,,1610612744,,,0,,,0,,,Timeout ,Regular
351,21500003,4,4:27,SUB: Barnes FOR Livingston,,,2733,Shaun Livingston,GSW,203084,Harrison Barnes,GSW,0,,,Substitution ,
352,21500003,4,4:27,,SUB: Anderson FOR Davis,,203076,Anthony Davis,NOP,201583,Ryan Anderson,NOP,0,,,Substitution ,
353,21500003,4,4:27,,SUB: Perkins FOR Gordon,,201569,Eric Gordon,NOP,2570,Kendrick Perkins,NOP,0,,,Substitution ,
354,21500003,4,4:27,,SUB: Robinson FOR Ajinca,,201582,Alexis Ajinca,NOP,101126,Nate Robinson,NOP,0,,,Substitution ,
355,21500003,4,4:20,Thompson Lost Ball Turnover (P7.T19),Gee STEAL (3 STL),,202691,Klay Thompson,GSW,202087,Alonzo Gee,NOP,0,,,Turnover ,Lost Ball
356,21500003,4,4:15,,Gee 2' Running Dunk (6 PTS),87 - 102,202087,Alonzo Gee,NOP,0,,,0,,,Made Shot ,
357,21500003,4,3:55,MISS Barnes  3PT Jump Shot,,,203084,Harrison Barnes,GSW,0,,,0,,,Missed Shot ,
358,21500003,4,3:54,Green REBOUND (Off:3 Def:5),,,203110,Draymond Green,GSW,0,,,0,,,Rebound ,Unknown
359,21500003,4,3:48,MISS Thompson 17' Jump Shot,,,202691,Klay Thompson,GSW,0,,,0,,,Missed Shot ,
360,21500003,4,3:47,Barnes REBOUND (Off:5 Def:4),,,203084,Harrison Barnes,GSW,0,,,0,,,Rebound ,Unknown
361,21500003,4,3:38,MISS Thompson 11' Floating Jump Shot,,,202691,Klay Thompson,GSW,0,,,0,,,Missed Shot ,
362,21500003,4,3:38,,Gee REBOUND (Off:0 Def:5),,202087,Alonzo Gee,NOP,0,,,0,,,Rebound ,Unknown
363,21500003,4,3:17,,MISS Anderson 9' Jump Shot,,201583,Ryan Anderson,NOP,0,,,0,,,Missed Shot ,
364,21500003,4,3:17,WARRIORS Rebound,,,1610612744,,,0,,,0,,,Rebound ,Unknown
365,21500003,4,3:17,,Anderson L.B.FOUL (P2.T4) (J.Capers),,201583,Ryan Anderson,NOP,203110,Draymond Green,GSW,0,,,Foul ,Loose Ball
366,21500003,4,3:01,Ezeli  Driving Dunk (13 PTS) (Barnes 3 AST),,87 - 104,203105,Festus Ezeli,GSW,203084,Harrison Barnes,GSW,0,,,Made Shot ,
367,21500003,4,2:43,,Perkins 5' Hook Bank Shot (10 PTS) (Robinson 3 AST),89 - 104,2570,Kendrick Perkins,NOP,101126,Nate Robinson,NOP,0,,,Made Shot ,
368,21500003,4,2:30,MISS Curry 1' Driving Layup,,,201939,Stephen Curry,GSW,0,,,0,,,Missed Shot ,
369,21500003,4,2:29,,Pelicans Rebound,,1610612740,,,0,,,0,,,Rebound ,Unknown
370,21500003,4,2:29,,Pelicans Timeout: Regular (Reg.4 Short 1),,1610612740,,,0,,,0,,,Timeout ,Regular
371,21500003,4,2:10,Barnes STEAL (1 STL),Anderson Lost Ball Turnover (P3.T18),,201583,Ryan Anderson,NOP,203084,Harrison Barnes,GSW,0,,,Turnover ,Lost Ball
372,21500003,4,1:58,MISS Green 18' Jump Shot,,,203110,Draymond Green,GSW,0,,,0,,,Missed Shot ,
373,21500003,4,1:57,,Anderson REBOUND (Off:1 Def:4),,201583,Ryan Anderson,NOP,0,,,0,,,Rebound ,Unknown
